id,name
1,泰卡特
2,斯达泰克
3,Rimac
4,如虎
5,Noble
6,迈凯伦
7,摩根
8,卡尔森
9,KTM
10,DS
11,宝沃
12,巴博斯
13,ALPINA
14,AC_Schnitzer
15,宾利
16,劳斯莱斯
17,迈巴赫
18,世爵
19,奔驰
20,smart
21,宝马
22,MINI
23,奥迪
24,捷豹
25,大众
26,标致
27,雪铁龙
28,沃尔沃
29,雷诺
30,欧宝
31,斯柯达
32,菲亚特
33,西雅特
34,阿尔法·罗密欧
35,路虎
36,布加迪
37,威兹曼
38,法拉利
39,保时捷
40,兰博基尼
41,玛莎拉蒂
42,帕加尼
43,柯尼赛格
44,莲花汽车
45,斯堪尼亚
46,曼
47,阿斯顿·马丁
48,依维柯
49,路特斯
